,id,author,abstract,booktitle,title,year,volume,number,pages,keywords,doi,ISSN,months,isbn,publisher,address,url,numpages,location,series
30,10.1145/1508865.1508907,"Richard Enbody, William Punch, Mark McCullen","How suitable is a Python-based CS1 course as preparation for a C++-based CS2 course? After fifteen years of using C++ for both CS1 and CS2, the Computer Science Department at Michigan State University changed the CS1 course to Python. This paper examines the impact of that change on the second course in the sequence, CS2, which kept C++ as its primary language. We report results on a CS2 class which had a mixture of students who had used either C++ or Python from our CS1 course. The CS2 class covered the same topics as previously, though with some changes, and even gave the same final exam as a previous offering. Independent samples t-tests were used to compare students from the Python group with students from the non-Python group on three outcomes: final exam grade, programming projects scores, and final grade for the course. The main result was that there were no significant differences between the groups for all three outcomes. In addition, multiple regression analysis showed that students' past performance (overall GPA) in the University predicted final grades, final exam scores, and programming project scores for the course, but there was no effect of the programming language feature: Python or non-Python. We feel this shows that the Python-based CS1 course prepared students for the C++-based CS2 course as well as the C++-based CS1 course did---while exposing them to a different, powerful and useful language.",Proceedings of the 40th ACM Technical Symposium on Computer Science Education,Python CS1 as Preparation for C++ CS2,2009,,,116–120,"python, cs2, intro. to programming, curriculum, cs1",10.1145/1508865.1508907,,,9781605581835,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1508865.1508907,5,"Chattanooga, TN, USA",SIGCSE '09
31,10.1145/1539024.1508907,"Richard Enbody, William Punch, Mark McCullen","How suitable is a Python-based CS1 course as preparation for a C++-based CS2 course? After fifteen years of using C++ for both CS1 and CS2, the Computer Science Department at Michigan State University changed the CS1 course to Python. This paper examines the impact of that change on the second course in the sequence, CS2, which kept C++ as its primary language. We report results on a CS2 class which had a mixture of students who had used either C++ or Python from our CS1 course. The CS2 class covered the same topics as previously, though with some changes, and even gave the same final exam as a previous offering. Independent samples t-tests were used to compare students from the Python group with students from the non-Python group on three outcomes: final exam grade, programming projects scores, and final grade for the course. The main result was that there were no significant differences between the groups for all three outcomes. In addition, multiple regression analysis showed that students' past performance (overall GPA) in the University predicted final grades, final exam scores, and programming project scores for the course, but there was no effect of the programming language feature: Python or non-Python. We feel this shows that the Python-based CS1 course prepared students for the C++-based CS2 course as well as the C++-based CS1 course did---while exposing them to a different, powerful and useful language.",,Python CS1 as Preparation for C++ CS2,2009,41,1,116–120,"curriculum, cs2, python, cs1, intro. to programming",10.1145/1539024.1508907,0097-8418,March,,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1539024.1508907,5,,
32,10.1145/3236024.3264598,"Davide Spadini, Mauricio Aniche, Alberto Bacchelli","Software repositories contain historical and valuable information about the overall development of software systems. Mining software repositories (MSR) is nowadays considered one of the most interesting growing fields within software engineering. MSR focuses on extracting and analyzing data available in software repositories to uncover interesting, useful, and actionable information about the system. Even though MSR plays an important role in software engineering research, few tools have been created and made public to support developers in extracting information from Git repository. In this paper, we present PyDriller, a Python Framework that eases the process of mining Git. We compare our tool against the state-of-the-art Python Framework GitPython, demonstrating that PyDriller can achieve the same results with, on average, 50% less LOC and significantly lower complexity. URL: https://github.com/ishepard/pydriller Materials: https://doi.org/10.5281/zenodo.1327363 Pre-print: https://doi.org/10.5281/zenodo.1327411",Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,PyDriller: Python Framework for Mining Software Repositories,2018,,,908–911,"Python, Git, Mining Software Repositories, GitPython",10.1145/3236024.3264598,,,9781450355735,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3236024.3264598,4,"Lake Buena Vista, FL, USA",ESEC/FSE 2018
33,10.1145/1869746.1869758,"Olle Balter, Duane Bailey","Here we describe an introductory course in computer science where we combined Python, Processing, and core Java. The main reason for this structure was to make the initial contact with programming as gentle, enjoyable, and understandable as possible, while still having the power of graphics and sufficient Java knowledge for more advanced courses in computer science. This course was designed with a few informal pedagogical principles that facilitated the students' abilities to learn how to learn on their own. Informal results suggest that students may be interested in a greater diversity of programming assignments.",,"Enjoying Python, Processing, and Java in CS1",2010,1,4,28–32,"Processing, student projects, introductory course, Python, Java",10.1145/1869746.1869758,2153-2184,December,,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1869746.1869758,5,,
34,10.1145/2661088.2661101,"Michael Vitousek, Andrew Kent, Jeremy Siek, Jim Baker","Combining static and dynamic typing within the same language offers clear benefits to programmers. It provides dynamic typing in situations that require rapid prototyping, heterogeneous data structures, and reflection, while supporting static typing when safety, modularity, and efficiency are primary concerns. Siek and Taha (2006) introduced an approach to combining static and dynamic typing in a fine-grained manner through the notion of type consistency in the static semantics and run-time casts in the dynamic semantics. However, many open questions remain regarding the semantics of gradually typed languages.In this paper we present Reticulated Python, a system for experimenting with gradual-typed dialects of Python. The dialects are syntactically identical to Python 3 but give static and dynamic semantics to the type annotations already present in Python 3. Reticulated Python consists of a typechecker and a source-to-source translator from Reticulated Python to Python 3. Using Reticulated Python, we evaluate a gradual type system and three approaches to the dynamic semantics of mutable objects: the traditional semantics based on Siek and Taha (2007) and Herman et al. (2007) and two new designs. We evaluate these designs in the context of several third-party Python programs.",Proceedings of the 10th ACM Symposium on Dynamic Languages,Design and Evaluation of Gradual Typing for Python,2014,,,45–56,"python, proxy, gradual typing, case study",10.1145/2661088.2661101,,,9781450332118,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2661088.2661101,12,"Portland, Oregon, USA",DLS '14
35,10.1145/2775052.2661101,"Michael Vitousek, Andrew Kent, Jeremy Siek, Jim Baker","Combining static and dynamic typing within the same language offers clear benefits to programmers. It provides dynamic typing in situations that require rapid prototyping, heterogeneous data structures, and reflection, while supporting static typing when safety, modularity, and efficiency are primary concerns. Siek and Taha (2006) introduced an approach to combining static and dynamic typing in a fine-grained manner through the notion of type consistency in the static semantics and run-time casts in the dynamic semantics. However, many open questions remain regarding the semantics of gradually typed languages.In this paper we present Reticulated Python, a system for experimenting with gradual-typed dialects of Python. The dialects are syntactically identical to Python 3 but give static and dynamic semantics to the type annotations already present in Python 3. Reticulated Python consists of a typechecker and a source-to-source translator from Reticulated Python to Python 3. Using Reticulated Python, we evaluate a gradual type system and three approaches to the dynamic semantics of mutable objects: the traditional semantics based on Siek and Taha (2007) and Herman et al. (2007) and two new designs. We evaluate these designs in the context of several third-party Python programs.",,Design and Evaluation of Gradual Typing for Python,2014,50,2,45–56,"python, proxy, gradual typing, case study",10.1145/2775052.2661101,0362-1340,October,,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2775052.2661101,12,,
36,10.1145/3356395.3365598,"Avipsa Roy, Edouard Fouche, Rafael Morales, Gregor Mohler","The amount of spatial data acquired from crowdsourced platforms, mobile devices, sensors and cartographic agencies has grown exponentially over the past few years. Nearly half of the spatial data available currently are stored and processed through large relational databases. Due to a lack of generic open source tools, researchers and analysts often have difficulty in extracting and analyzing large amounts of spatial data from traditional databases. In order to overcome this challenge, the most effective way is to perform the analysis directly in the database, which enables quick retrieval and visualization of spatial data stored in relational databases. Also, working in-database reduces the network overhead, as users do not need to replicate the complete data into their local system. While a number of spatial analysis libraries are readily available, they do not work in-database, and typically require additional platform-specific software. Our goal is to bridge this gap by developing a new method through an open source software to perform fast and seamless spatial analysis without having to store the data in-memory. We propose a framework implemented in Python, which embeds geospatial analytics into a spatial database (i.e. IBM DB2 ®). The framework internally translates the spatial functions written by the user into SQL queries, which follow the standards of Open Geospatial Consortium (OGC) and can operate on single as well as multiple geometries. We then demonstrate how to combine the results of spatial operations with visualization methods such as choropleth maps within Jupyter notebooks. Finally, we elaborate upon the benefits of our approach via a real-world use case, in which we analyze crime hotspots in New York City using the in-database spatial functions.",Proceedings of the 2nd ACM SIGSPATIAL International Workshop on Advances on Resilient and Intelligent Cities,In-Database Geospatial Analytics Using Python,2019,,,17–24,"spatial data, Maps, Python, crime analysis, In-database analytics, geospatial analytics",10.1145/3356395.3365598,,,9781450369541,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3356395.3365598,8,"Chicago, IL, USA",ARIC'19
37,10.1109/MSR.2019.00042,"Nikolaos Bafatakis, Niels Boecker, Wenjie Boon, Martin Salazar, Jens Krinke, Gazi Oznacar, Robert White","Software developers all over the world use Stack Overflow (SO) to interact and exchange code snippets. Research also uses SO to harvest code snippets for use with recommendation systems. However, previous work has shown that code on SO may have quality issues, such as security or license problems.We analyse Python code on SO to determine its coding style compliance. From 1,962,535 code snippets tagged with 'python', we extracted 407,097 snippets of at least 6 statements of Python code. Surprisingly, 93.87% of the extracted snippets contain style violations, with an average of 0.7 violations per statement and a huge number of snippets with a considerably higher ratio. Researchers and developers should, therefore, be aware that code snippets on SO may not representative of good coding style.Furthermore, while user reputation seems to be unrelated to coding style compliance, for posts with vote scores in the range between -10 and 20, we found a strong correlation (r = -0.87, p &lt; 10-7) between the vote score a post received and the average number of violations per statement for snippets in such posts.",Proceedings of the 16th International Conference on Mining Software Repositories,Python Coding Style Compliance on Stack Overflow,2019,,,210–214,"style guides, stack overflow, python, code style, SOTorrent, coding style, coding conventions",10.1109/MSR.2019.00042,,,,IEEE Press,,https://doi.org/10.1109/MSR.2019.00042,5,"Montreal, Quebec, Canada",MSR '19
38,10.1145/3079368.3079402,"Fabio Niephaus, Tim Felgentreff, Tobias Pape, Robert Hirschfeld","Interactive debuggers are indispensable in many software development scenarios. However, they are often hard to extend and more importantly, their capabilities are limited to an application programming interface (API) provided by the runtime executing the corresponding programming language.We propose an approach that allows to use the live tools of a Smalltalk environment for other programming languages. The approach is based on interpreter-level composition, ultimately making a full-fledged integrated development environment (IDE) part of the language execution process. This allows to directly control interpreters of foreign languages from Smalltalk. It also enables tool reuse and provides the ability to rapidly build new tools.We demonstrate how we have combined Squeak/Smalltalk and PyPy's Python implementation. We then reused Squeak's debugger, so that it enables edit-and-continue style debugging of Python applications---which is currently not supported by Python's PDB or any Python IDE, but which has proven to be invaluable in many debugging scenarios.","Companion to the First International Conference on the Art, Science and Engineering of Programming",Squeak Makes a Good Python Debugger: Bringing Other Programming Languages Into Smalltalk's Tools,2017,,,,"IDEs, VMs, debuggers, Python, Smalltalk",10.1145/3079368.3079402,,,9781450348362,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3079368.3079402,8,"Brussels, Belgium",Programming '17
39,10.1145/2950290.2950343,"Zhaogui Xu, Xiangyu Zhang, Lin Chen, Kexin Pei, Baowen Xu","We propose a novel type inference technique for Python programs. Type inference is difficult for Python programs due to their heavy dependence on external APIs and the dynamic language features. We observe that Python source code often contains a lot of type hints such as attribute accesses and variable names. However, such type hints are not reliable. We hence propose to use probabilistic inference to allow the beliefs of individual type hints to be propagated, aggregated, and eventually converge on probabilities of variable types. Our results show that our technique substantially outperforms a state-of-the-art Python type inference engine based on abstract interpretation.",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,Python Probabilistic Type Inference with Natural Language Support,2016,,,607–618,"Probabilistic Inference, Python, Dynamic Languages, Type Inference",10.1145/2950290.2950343,,,9781450342186,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2950290.2950343,12,"Seattle, WA, USA",FSE 2016
40,10.1145/2509136.2509536,"Joe Politz, Alejandro Martinez, Matthew Milano, Sumner Warren, Daniel Patterson, Junsong Li, Anand Chitipothu, Shriram Krishnamurthi","We present a small-step operational semantics for the Python programming language. We present both a core language for Python, suitable for tools and proofs, and a translation process for converting Python source to this core. We have tested the composition of translation and evaluation of the core for conformance with the primary Python implementation, thereby giving confidence in the fidelity of the semantics. We briefly report on the engineering of these components. Finally, we examine subtle aspects of the language, identifying scope as a pervasive concern that even impacts features that might be considered orthogonal.",Proceedings of the 2013 ACM SIGPLAN International Conference on Object Oriented Programming Systems Languages &amp; Applications,Python: The Full Monty,2013,,,217–232,serpents,10.1145/2509136.2509536,,,9781450323741,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2509136.2509536,16,"Indianapolis, Indiana, USA",OOPSLA '13
41,10.1145/2544173.2509536,"Joe Politz, Alejandro Martinez, Matthew Milano, Sumner Warren, Daniel Patterson, Junsong Li, Anand Chitipothu, Shriram Krishnamurthi","We present a small-step operational semantics for the Python programming language. We present both a core language for Python, suitable for tools and proofs, and a translation process for converting Python source to this core. We have tested the composition of translation and evaluation of the core for conformance with the primary Python implementation, thereby giving confidence in the fidelity of the semantics. We briefly report on the engineering of these components. Finally, we examine subtle aspects of the language, identifying scope as a pervasive concern that even impacts features that might be considered orthogonal.",,Python: The Full Monty,2013,48,10,217–232,serpents,10.1145/2544173.2509536,0362-1340,October,,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2544173.2509536,16,,
42,10.1145/2808006.2808017,"Craig Miller, Amber Settle, John Lalor","We report a small yet detailed study where we recorded students completing an object-oriented programming exercise in the context of a CS2 course using Python. All students struggled while completing the assignment, most notably experiencing difficulties with parameters and referencing elements with object-dot notation. While previous research has identified these areas as troublesome for novice programmers, our analysis suggests that parameters and reference specifications are particularly critical prerequisites for learning advanced object-oriented concepts with the Python programming language. Given our findings, we recommend extensive practice with parameter passing and object-dot notation before addressing advanced object-oriented concepts in a Python course.",Proceedings of the 16th Annual Conference on Information Technology Education,Learning Object-Oriented Programming in Python: Towards an Inventory of Difficulties and Testing Pitfalls,2015,,,59–64,"python, novice programming, reference errors, inheritance",10.1145/2808006.2808017,,,9781450338356,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2808006.2808017,6,"Chicago, Illinois, USA",SIGITE '15
43,10.1145/1384271.1384368,Atanas Radenski,"We believe that CS1 courses can be made more attractive to students: by teaching a highly interactive scripting language - Pythonby using an open source course management system - such as Moodle - to make all course resources available in a comprehensive digital study pack, andby offering detailed self-guided online labs.We have used Moodle [1] and Python [2] to develop a ""Python First"" digital study pack [3] which comprises a wealth of new, original learning modules: extensive e-texts, detailed self-guided labs, numerous sample programs, quizzes, and slides. Our digital study pack pedagogy is described in recent ITiCSE and SIGCSE papers [4, 5]. ""Python First"" digital packs instances have already been adopted by instructors at several universities. This demonstration reveals instructor and student perspectives to the ""Python First"" digital pack. In particular, we demonstrate how instructors can use standard Moodle functionality to customize and manage digital packs. We also demonstrate several Moodle-supported, Python-based self-guided labs.",Proceedings of the 13th Annual Conference on Innovation and Technology in Computer Science Education,Digital CS1 Study Pack Based on Moodle and Python,2008,,,325,"active learning, Python, course management system, Moodle",10.1145/1384271.1384368,,,9781605580784,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1384271.1384368,1,"Madrid, Spain",ITiCSE '08
44,10.1145/1597849.1384368,Atanas Radenski,"We believe that CS1 courses can be made more attractive to students: by teaching a highly interactive scripting language - Pythonby using an open source course management system - such as Moodle - to make all course resources available in a comprehensive digital study pack, andby offering detailed self-guided online labs.We have used Moodle [1] and Python [2] to develop a ""Python First"" digital study pack [3] which comprises a wealth of new, original learning modules: extensive e-texts, detailed self-guided labs, numerous sample programs, quizzes, and slides. Our digital study pack pedagogy is described in recent ITiCSE and SIGCSE papers [4, 5]. ""Python First"" digital packs instances have already been adopted by instructors at several universities. This demonstration reveals instructor and student perspectives to the ""Python First"" digital pack. In particular, we demonstrate how instructors can use standard Moodle functionality to customize and manage digital packs. We also demonstrate several Moodle-supported, Python-based self-guided labs.",,Digital CS1 Study Pack Based on Moodle and Python,2008,40,3,325,"active learning, Python, course management system, Moodle",10.1145/1597849.1384368,0097-8418,June,,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1597849.1384368,1,,
45,10.1145/2330784.2330899,"Hyun Park, Kyung Kim","Traditional genetic programming uses tree-like data structure to represent a program. It should be converted into a Lisp code, or needs a custom-made virtual machine or interpreter to execute the program generated. Recently, there is a study on genetic programming directly using Java bytecode, a practical intermediate language. It evolves a series of commands that manipulate stack and registers in the virtual machine and represents them with a simple list data structure instead of tree. Evolving the intermediate language is promising because 1) it is easy to combine an existing program with an automatically generated program, 2) there are several available development tools and environments for the language including virtual machine, decompiler, optimizer and so on, and 3) incorporating the list data structure into the evolutionary algorithm is simple and straightforward. In this research, we propose to evolve bytecode of Python programming language by stack-based genetic programming. Python is a flexible and popular programming language powered by plenty of research tools. For the evolution, we developed representation and genetic operations for the Python language. We report that the proposed method produced successful Python codes for two regression problems.",Proceedings of the 14th Annual Conference Companion on Genetic and Evolutionary Computation,Automatic Python Programming Using Stack-Based Genetic Programming,2012,,,641–642,"python, genetic programming, bytecode, stack-based genetic programming",10.1145/2330784.2330899,,,9781450311786,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2330784.2330899,2,"Philadelphia, Pennsylvania, USA",GECCO '12
46,10.5555/3019083.3019090,"Yuanzhe Li, Loren Schwiebert","We present a case study of optimizing a Python-based music recognition application on Intel Haswell Xeon processor. With support from Numpy and Scipy, Python addresses the requirements of the music recognition problem with math library utilization and special structures for data access. However, a general optimized Python application cannot fully utilize the latest high performance multicore processors. In this study, we survey an existing open-source music recognition application, written in Python, to explore the effect of applying changes to the Scipy and Numpy libraries to achieve full processor resource occupancy and reduce code latency. Instead of comparing across many different architectures, we focus on Intel high performance processors that have multiple cores and vector registers, and we attempt to preserve both user-friendliness and code scalability so that the revised library functions can be ported to other platforms and require no additional code changes.",Proceedings of the 6th Workshop on Python for High-Performance and Scientific Computing,Boosting Python Performance on Intel Processors: A Case Study of Optimizing Music Recognition,2016,,,52–58,"vector processing, roofline, Python performance optimization",,,,9781509052202,IEEE Press,,,7,"Salt Lake City, Utah",PyHPC '16
47,10.1145/2157136.2157353,Ariel Ortiz,"Many instructors have already discovered the joy of teaching programming using the Python programming language. Now it's time to take Python to the next level. This workshop will introduce Django, an open source Python web framework that saves you time and makes web development fun. It's aimed at Computer Science instructors who want to teach how to build elegant web applications with minimal fuss. Django follows the Model-View-Controller (MVC) architectural pattern. Its goal is to ease the creation of complex, database-driven websites. Django emphasizes reusability and ""pluggability"" of components, rapid development, and the principle of DRY (Don't Repeat Yourself). Python is used throughout, even for settings, files, and data models. Topics that will be covered during the workshop include: setup and configuration, template language, and database integration through object-relational mapping. Participants should have some familiarity with Python, HTML and SQL. Laptop Required.",Proceedings of the 43rd ACM Technical Symposium on Computer Science Education,Web Development with Python and Django (Abstract Only),2012,,,686,"python, Django, MVC, Web development",10.1145/2157136.2157353,,,9781450310987,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2157136.2157353,1,"Raleigh, North Carolina, USA",SIGCSE '12
48,10.1145/3149869.3149871,"Manuel Krebber, Henrik Barthels, Paolo Bientinesi","Pattern matching is a powerful tool for symbolic computations. Applications include term rewriting systems, as well as the manipulation of symbolic expressions, abstract syntax trees, and XML and JSON data. It also allows for an intuitive description of algorithms in the form of rewrite rules. We present the open source Python module MatchPy, which offers functionality and expressiveness similar to the pattern matching in Mathematica. In particular, it includes syntactic pattern matching, as well as matching for commutative and/or associative functions, sequence variables, and matching with constraints. MatchPy uses new and improved algorithms to efficiently find matches for large pattern sets by exploiting similarities between patterns. The performance of MatchPy is investigated on several real-world problems.",Proceedings of the 7th Workshop on Python for High-Performance and Scientific Computing,Efficient Pattern Matching in Python,2017,,,,,10.1145/3149869.3149871,,,9781450351249,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3149869.3149871,9,"Denver, CO, USA",PyHPC'17
49,10.1145/3287324.3287503,"David Liu, Andrew Petersen","Students learning to program often rely on feedback from the compiler and from instructor-provided test cases to help them identify errors in their code. This feedback focuses on functional correctness, and the output, which is often phrased in technical language, may be difficult to for novices to understand or effectively use. Static analyses may be effective as a complementary aid, as they can highlight common errors that may be potential sources of problems. In this paper, we introduce PyTA, a wrapper for pylint that provides custom checks for common novice errors as well as improved messages to help students fix the errors that are found. We report on our experience integrating PyTA into an existing online system used to deliver programming exercises to CS1 students and evaluate it by comparing exercise submissions collected from the integrated system to previously collected data. This analysis demonstrates that, for students who chose to read the PyTA output, we observed a decrease in time to solve errors, occurrences of repeated errors, and submissions to complete a programming problem. This suggests that PyTA, and static analyses in general, may help students identify functional issues in their code not highlighted by compiler feedback and that static analysis output may help students more quickly identify debug their code.",Proceedings of the 50th ACM Technical Symposium on Computer Science Education,Static Analyses in Python Programming Courses,2019,,,666–671,"static analysis, errors, error messages, cs1, python",10.1145/3287324.3287503,,,9781450358903,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3287324.3287503,6,"Minneapolis, MN, USA",SIGCSE '19
50,10.1145/1534530.1534550,"Yosi Ben Asher, Nadav Rotem","In this study, we consider bytecode optimizations for Python, a programming language which combines object-oriented concepts with features of scripting languages, such as dynamic dictionaries. Due to its design nature, Python is relatively slow compared to other languages. It operates through compiling the code into powerful bytecode instructions that are executed by an interpreter. Python's speed is limited due to its interpreter design, and thus there is a significant need to optimize the language. In this paper, we discuss one possible approach and limitations in optimizing Python based on bytecode transformations. In the first stage of the proposed optimizer, the bytecode is expanded using function inline and loop unrolling. The second stage of transformations simplifies the bytecode by applying a complete set of data-flow optimizations, including constant propagation, algebraic simplifications, dead code elimination, copy propagation, common sub expressions elimination, loop invariant code motion and strength reduction. While these optimizations are known and their implementation mechanism (data flow analysis) is well developed, they have not been successfully implemented in Python due to its dynamic features which prevent their use. In this work we attempt to understand the dynamic features of Python and how these features affect and limit the implementation of these optimizations. In particular, we consider the significant effects of first unrolling and then inlining on the ability to apply the remaining optimizations. The results of our experiments indicate that these optimizations can indeed be implemented and dramatically improve execution times.",Proceedings of SYSTOR 2009: The Israeli Experimental Systems Conference,The Effect of Unrolling and Inlining for Python Bytecode Optimizations,2009,,,,"bytecode, Python, dynamic languages, optimizations",10.1145/1534530.1534550,,,9781605586236,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1534530.1534550,14,"Haifa, Israel",SYSTOR '09
51,10.1145/3149869.3149872,"Javier Varela, Norbert Wehn, Sascha Desmettre, Ralf Korn","Risk measures, such as value-at-risk and expected shortfall, are widely used to keep track of the risk at which a financial portfolio is exposed. This analysis is not only a key part of the daily operation of financial institutions worldwide, but it is also strictly enforced by regulators. While nested Monte Carlo simulations are the most flexible approach that can even deal with portfolios containing complicated derivatives, they traditionally suffer from a high computational complexity. This limits their application at certain intervals of time, mostly daily, by temporarily keeping the composition of the portfolio static.In this work, we bring together for the first time nested Monte Carlo simulations with the real-time continuous risk measurement of complex portfolios that dynamically change their composition during intraday operation. By combining the development productivity offered by Python, state-of-the-art mathematical optimizations, and the high performance capabilities offered by PyOpenCL targeting heterogeneous computing systems, our new approach reaches a throughput between 16 and 191 trading orders per second per computing node, which corresponds to the worst-case and best-case scenarios respectively.We have also made use of the Jupyter Notebook, as an interactive interface in an interdisciplinary research environment.",Proceedings of the 7th Workshop on Python for High-Performance and Scientific Computing,Real-Time Financial Risk Measurement of Dynamic Complex Portfolios with Python and PyOpenCL,2017,,,,"python, value-at-risk, expected shortfall, jupyter notebook, finance, pyopencl, nested Monte Carlo simulations, component value-at-risk, real-time portfolio risk management",10.1145/3149869.3149872,,,9781450351249,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3149869.3149872,10,"Denver, CO, USA",PyHPC'17
52,10.1145/3383219.3383255,"A Rao, Sridhar Chimalakonda","Lambda expressions are anonymous functions in Python. It is one of the alternatives to write a function definition. Syntactically, it is a single expression and defined using the keyword lambda. Lambda expression is a functional programming feature, currently in use, in many mainstream programming languages such as Python, Java8, C++11. There are few studies in C++ and Java to understand the impact of lambda expressions on programmers. These studies are focusing on the developer's adaptability to use a functional style of construct and the benefit they gain from using it. However, we are not aware of any literature on the use of lambda expressions in Python. Thus, there is a need to study lambda expressions in Python projects. In this paper, we examine 15 GitHub repositories out of 760 from our dataset, that are using Python as their primary language. In this study, we are classifying the uses of lambda expressions based on varying scenarios. We identified 13 different usages of lambda expressions from these Python repositories. This catalog is an attempt to support programmers to use lambda expressions more effectively and efficiently.",Proceedings of the Evaluation and Assessment in Software Engineering,An Exploratory Study Towards Understanding Lambda Expressions in Python,2020,,,318–323,"Lambda Expressions, Programming Language Constructs, Empirical Study, Python",10.1145/3383219.3383255,,,9781450377317,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3383219.3383255,6,"Trondheim, Norway",EASE '20
53,10.1145/2560032,"Evangelos Logaras, Orsalia Hazapis, Elias Manolakos","We present SysPy (System Python) a tool which exploits the strengths of the popular Python scripting language to boost design productivity of embedded System on Chips for FPGAs. SysPy acts as a “glue” software between mature HDLs, ready-to-use VHDL components and programmable processor soft IP cores. SysPy can be used to: (i) automatically translate hardware components described in Python into synthesizable VHDL, (ii) capture top-level structural descriptions of processor-centric SoCs in Python, (iii) implement all the steps necessary to compile the user's C code for an instruction set processor core and generate processor specific Tcl scripts that import to the design project all the necessary HDL files of the processor's description and instantiate/connect the core to other blocks in a synthesizable top-level Python description. Moreover, we have developed a Hardware Abstraction Layer (HAL) in Python which allows user applications running in a host PC to utilize effortlessly the SoC's resources in the FPGA. SysPy's design capabilities, when complemented with the developed HAL software API, provide all the necessary tools for hw/sw partitioning and iterative design for efficient SoC's performance tuning. We demonstrate how SysPy's design flow and functionalities can be used by building a processor-centric embedded SoC for computational systems biology. The designed SoC, implemented using a Xilinx Virtex-5 FPGA, combines the flexibility of a programmable soft processor core (Leon3) with the high performance of an application specific core to simulate flexibly and efficiently the stochastic behavior of large size biomolecular reaction networks. Such networks are essential for studying the dynamics of complex biological systems consisting of multiple interacting pathways.",,Python to Accelerate Embedded SoC Design: A Case Study for Systems Biology,2014,13,4,,"SoC, Python, scripting languages, Gillespie's Stochastic Simulation Algorithm, FPGA, VHDL, SysPy, Biomolecular reaction networks, Systems Biology, hw/sw co-design",10.1145/2560032,1539-9087,March,,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2560032,25,,
54,10.1145/2828959.2828969,Aivar Annamaa,"Thonny is a new Python IDE for learning and teaching programming that can make program visualization a natural part of the beginners' workflow. Among its prominent features are different ways of stepping through the code, step-by-step expression evaluation, intuitive visualization of the call stack and mode for explaining the concepts of references and heap. It supports educational research by logging user actions for replaying or analyzing the programming process. It is free to use and open for extension.",Proceedings of the 15th Koli Calling Conference on Computing Education Research,"Introducing Thonny, a Python IDE for Learning Programming",2015,,,117–121,"computing education, Python, programming, program visualization, program animation, IDE",10.1145/2828959.2828969,,,9781450340205,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2828959.2828969,5,"Koli, Finland",Koli Calling '15
55,10.1145/3373509.3373540,"Aaquib Javed, Monika Zaman, M Uddin, Tasnova Nusrat","In today's world, we have a lot of programming languages. Which can realize our needs, but the important issue is, how to teach programming language in a very effective way to freshmen. Well, in that case, python can be a suitable language for both learning and real-world programming. It is a high-level, object-oriented programming language created by Guido Van Rossum was released in 1991. After python released day by day, it has become one of the most famous and demanding programming languages all over the world. In this paper will introduce and discuss python programming characteristics / features, organized syntax, and its powerful tools which help to solve many tasks also it is very close to simple math thinking. We tried to find out the recent trend/demand for python programming language in Bangladesh by operated a survey under faculty member from various universities, freelancer programmers and students from engineering studies. Also, make some simple comparison between python and other languages. From there we have figure out the most demanding features, characteristics of python language and the types of programming language supported by python. Python is now the most demanded and fastest-growing language which is founded by the support of researches done over many articles of various magazines and popular websites.",Proceedings of the 2019 8th International Conference on Computing and Pattern Recognition,An Analysis on Python Programming Language Demand and Its Recent Trend in Bangladesh,2019,,,458–465,"Survey in Bangladesh, programming language, career in python, python trend, Python",10.1145/3373509.3373540,,,9781450376570,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3373509.3373540,8,"Beijing, China",ICCPR '19
